code,code50,Name_Fi,Name_Sv,Name_AltGen,Name_Alt,province_Fi,province_Sv,Status,Urban,grouperMLK,grouperAll
746,81041.0,Sievi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,746.0,746.0
748,81042.0,Siikajoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,748.0,748.0
765,81043.0,Sotkamo,,,,Oulun lääni,Uleåborgs län,Remain,0.0,765.0,765.0
777,81044.0,Suomussalmi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,777.0,777.0
785,81045.0,Säräisniemi,,,Vaala,Oulun lääni,Uleåborgs län,Remain,0.0,785.0,889.0
832,81046.0,Taivalkoski,,,,Oulun lääni,Uleåborgs län,Remain,0.0,832.0,832.0
841,81047.0,Temmes,,,,Oulun lääni,Uleåborgs län,Remain,0.0,841.0,841.0
859,81048.0,Tyrnävä,,,,Oulun lääni,Uleåborgs län,Remain,0.0,859.0,859.0
889,81049.0,Utajärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,889.0,889.0
926,81050.0,Vihanti,,,,Oulun lääni,Uleåborgs län,Remain,0.0,926.0,926.0
940,81051.0,Vuolijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,940.0,940.0
972,81052.0,Yli-Ii,,,,Oulun lääni,Uleåborgs län,Remain,0.0,972.0,139.0
973,81053.0,Ylikiiminki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,973.0,973.0
977,81054.0,Ylivieska,,,,Oulun lääni,Uleåborgs län,Remain,0.0,977.0,977.0
240,90010.0,Kemi,,,,Lapin lääni,Lapplans län,Remain,1.0,240.0,240.0
851,90020.0,Tornio,Torneä,,,Lapin lääni,Lapplans län,Remain,1.0,7.0,7.0
698,90110.0,Rovaniemi,,Rovaniemi kla,Rovaniemen kla,Lapin lääni,Lapplans län,Remain,1.0,698.0,698.0
7,91001.0,Alatornio,Nedertomeä,,Nedertorneä,Lapin lääni,Lapplans län,Remain,0.0,7.0,7.0
47,91002.0,Enontekiö,,,,Lapin lääni,Lapplans län,Remain,0.0,47.0,47.0
148,91003.0,Inari,Enare,,,Lapin lääni,Lapplans län,Remain,0.0,148.0,148.0
229,91004.0,Karunki,,,,Lapin lääni,Lapplans län,Remain,0.0,229.0,229.0
320,91005.0,Kemijärvi,,Kemijärvi kla,Kemijärven kla,Lapin lääni,Lapplans län,Remain,1.0,242.0,242.0
241,91006.0,Kemin mlk,Kemi lk,Kemi mlk,Keminmaa,Lapin lääni,Lapplans län,Remain,0.0,240.0,240.0
261,91007.0,Kittilä,,,,Lapin lääni,Lapplans län,Remain,0.0,261.0,261.0
273,91008.0,Kolari,,,,Lapin lääni,Lapplans län,Remain,0.0,273.0,273.0
498,91009.0,Muonio,,Muonionniska,Muonioniska,Lapin lääni,Lapplans län,Remain,0.0,498.0,498.0
583,91010.0,Pelkosenniemi,,,,Lapin lääni,Lapplans län,Remain,0.0,583.0,583.0
854,91011.0,Pello,,,Turtola,Lapin lääni,Lapplans län,Remain,0.0,854.0,854.0
614,91012.0,Posio,,,,Lapin lääni,Lapplans län,Remain,0.0,614.0,614.0
683,91013.0,Ranua,,,,Lapin lääni,Lapplans län,Remain,0.0,683.0,683.0
699,91014.0,Rovaniemen mlk,Rovaniemi lk,Rovaniemi mlk,,Lapin lääni,Lapplans län,Remain,0.0,698.0,698.0
732,391015.0,Salla,,,Kuolajärvi,Lapin lääni,Lapplans län,North_Partially_Ceded,0.0,732.0,732.0
742,91016.0,Savukoski,,,,Lapin lääni,Lapplans län,Remain,0.0,742.0,583.0
751,91017.0,Simo,,,,Lapin lääni,Lapplans län,Remain,0.0,751.0,751.0
758,91018.0,Sodankylä,,,,Lapin lääni,Lapplans län,Remain,0.0,758.0,758.0
845,91019.0,Tervola,,,,Lapin lääni,Lapplans län,Remain,0.0,845.0,845.0
890,91020.0,Utsjoki,,,,Lapin lääni,Lapplans län,Remain,0.0,890.0,890.0
976,91021.0,Ylitornio,Övertorneä,,,Lapin lääni,Lapplans län,Remain,0.0,976.0,976.0
313,500019.0,Kärkisalmi,Käkisalmi,,Käkisalmi,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0,313.0,313.0
763,500036.0,Sortavala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0,763.0,763.0
929,500047.0,Viipuri,Viborg,,Wiipuri,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0,929.0,929.0
268,500114.0,Koivisto,,Koivisto kla,Koiviston kla,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0,268.0,268.0
397,500121.0,Lahdenpohja,,Lahdenpohja kla,Lahdenpohjan kla,Viipurin lääni,Viborgs län,Viipuri_Ceded,1.0,162.0,162.0
13,501001.0,Antrea,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,13.0,13.0
80,501003.0,Harlu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,80.0,80.0
87,501004.0,Heinjoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,87.0,87.0
93,501005.0,Hiitola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,93.0,93.0
147,501006.0,Impilahti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,147.0,147.0
162,501007.0,Jaakkima,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,162.0,162.0
168,501008.0,Johannes,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,168.0,168.0
185,501009.0,Jääski,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,185.0,185.0
215,501010.0,Kanneljärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,215.0,215.0
234,501011.0,Kaukola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,234.0,234.0
258,501012.0,Kirvu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,258.0,258.0
264,501013.0,Kivennapa,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,264.0,264.0
269,501015.0,Koviston mlk,,Koivisto mlk,Koiviston mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,268.0,268.0
278,501016.0,Korpiselkä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,278.0,278.0
296,501017.0,Kuolemajärvi,,,Kuolemanjärvi,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,296.0,296.0
302,501018.0,Kurkijoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,302.0,302.0
314,501020.0,Käkisalmen mlk,,Käkisalmi mlk,Kärkisalmen mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,313.0,313.0
437,501023.0,Lumivaara,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,437.0,437.0
488,501024.0,Metsäpirtti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,488.0,488.0
497,501025.0,Muolaa,,,Muola,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,497.0,497.0
628,501027.0,Pyhäjärvi,Pyhäjärvi Viip,,Pyhäjärvi Viip,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,628.0,628.0
634,501028.0,Pälkjärvi,,,,Kuopion lääni,Kuopio län,Viipuri_Ceded,0.0,634.0,634.0
690,501029.0,Rautu,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,690.0,690.0
703,501030.0,Ruskeala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,703.0,703.0
706,501031.0,Räisälä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,706.0,706.0
731,501032.0,Sakkola,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,731.0,731.0
733,501033.0,Salmi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,733.0,733.0
757,501035.0,Soanlahti,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,757.0,757.0
764,501037.0,Sortavalan mlk,,Sortavala mlk,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,763.0,763.0
767,501038.0,Suistamo,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,767.0,767.0
773,501039.0,Suojärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,773.0,773.0
782,501041.0,Säkkijärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,782.0,782.0
843,501042.0,Terijoki,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,843.0,843.0
897,501044.0,Uusikirkko,,,Uusikirkko Viip,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,897.0,897.0
907,501045.0,Vahviala,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,907.0,907.0
910,501046.0,Valkjärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,910.0,910.0
930,501048.0,Viipurin mlk,Viborg lk,Viipuri mlk,Wiipuri mlk,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,929.0,929.0
938,501049.0,Vuoksela,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,938.0,938.0
939,501050.0,Vuoksenranta,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,939.0,939.0
991,501051.0,Äyräpää,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,991.0,991.0
412,601022.0,Lavansaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0,412.0,412.0
745,601034.0,Seisakari,,,Seiskari,Viipurin lääni,Viborgs län,Island_Ceded,0.0,745.0,745.0
780,601040.0,Suursaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0,780.0,780.0
862,601043.0,Tytärsaari,,,,Viipurin lääni,Viborgs län,Island_Ceded,0.0,862.0,862.0
591,701026.0,Petsamo,,,,Lapin lääni,Lapplans län,Petsamo_Ceded,0.0,591.0,591.0
104,104.0,Huopalahti,,,,Uudenmaan lääni,Nylands län,Remain,1.0,91.0,91.0
110,31057.0,Hämeenlinnan mlk,,,,Hämeen lääni,Tavastehus län,Remain,0.0,109.0,109.0
294,294.0,Kulosaaren huvilakaupunki,,Brändön huvilakaupunki,Kulosaari,Uudenmaan lääni,Nylands län,Remain,0.0,91.0,91.0
307,11307.0,Kuusisto,,,Kuusluoto,Turun ja Porin lääni,Turun ja Porin lääni,Remain,0.0,307.0,853.0
486,30486.0,Messukylä,,,,Hämeen lääni,Tavastehus län,Remain,0.0,486.0,837.0
566,566.0,Oulunkylä,Åggelby,,,Uudenmaan lääni,Nylands län,Remain,0.0,91.0,91.0
68,68.0,Haaga,,Haaga kla,Haagan kla,Uudenmaan lääni,Nylands län,Remain,1.0,91.0,91.0
242,91242.0,Kemijärven mlk,,,,Lapin lääni,Lapplans län,Remain,0.0,242.0,242.0
3,3.0,Akaa,,,,Uudenmaan lääni,Nylands län,Remain,1.0,3.0,864.0
708,81055.0,Ruukki,,,,Oulun lääni,Uleåborgs län,Remain,1.0,708.0,708.0
998,501022.0,Tervajärvi,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,998.0,998.0
321,501026.0,Kyyrölä,,,,Viipurin lääni,Viborgs län,Viipuri_Ceded,0.0,321.0,321.0
995,11109.0,Hangon mlk,Hangö lk,,Hanko mlk,Uudenmaan lääni,Nylands län,Remain,0.0,78.0,78.0
508,,Mänttä-Vilppula,,,,,,Remain,1.0,508.0,508.0
322,,Kemiönsaari,Kimitoön,,,,,Remain,0.0,322.0,322.0
710,,Raasepori,Raseborg,Mustio,,,,Remain,1.0,710.0,710.0
790,,Sastamala,,,,,,Remain,1.0,790.0,790.0
791,,Siikalatva,,,,,,Remain,0.0,791.0,791.0
754,,Anjalankoski,,,,,,Remain,0.0,754.0,754.0
988,,Äetsä,,,,,,Remain,0.0,988.0,988.0
